3-M_syndrome	:1
3-Methylcrotonyl-CoA_carboxylase_deficiency	:1
3-Methylglutaconic_aciduria	:1
3-hydroxy-3-methylglutaryl-CoA_lyase_deficiency	:0
3-hydroxyacyl-coenzyme_A_dehydrogenase_deficiency	:1
3_hydroxyisobutyric_aciduria	:1
5.5_Metre_(keelboat)	:0
7q11.23_duplication_syndrome	:1
AIDS	:0
ALS	:0
Acute_lung_injury	:1
Acute_myeloid_leukaemia	:0
Acute_respiratory_failure	:1
Adrenal_cancer	:0
Subarachnoid_haemorrhage	:0
Suicide_bomber	:0
Suicide_bombing	:0
Amniotic_band_constriction	:0
Amoebic_dysentery	:1
Bocaparvovirus	:0
Bochdalek_hernia	:1
Boden's_Mate	:0
Bodo_saltans_virus	:0
Bodroux?Chichibabin_aldehyde_synthesis	:0
Body-focused_repetitive_behavior	:1
Body_fat_redistribution_syndrome	:1
Body_flex	:0
Body_hopping	:0
Body_identification	:0
Body_image	:0
Body_image_disturbance	:1
Body_odor	:0
Body_shape	:0
Body_size_and_species_richness	:0
Bodybuilding_supplement	:0
Boerenbont	:0
Bogart?Bacall_syndrome	:0
Bogoliubov_causality_condition	:0
Bohr_effect	:0
Bohring?Opitz_syndrome	:0
Boil	:1
Boiling_liquid_expanding_vapor_explosion	:0
Bokeloh_bat_lyssavirus	:0
Bolivian_hemorrhagic_fever	:1
Bombali_ebolavirus	:0
Bone_conduction_auditory_brainstem_response	:0
Bone_cyst	:1
Bone_density	:0
Bone_disease	:1
Bone_erosion	:1
Bone_malrotation	:1
Bone_marrow_suppression	:1
Bone_metastasis	:1
Bone_pain	:0
Bone_resorption	:0
Bone_sarcoma	:1
Bone_spavin	:0
Bone_tumor	:1
Bonnet?Dechaume?Blanc_syndrome	:0
Boojum_(superfluidity)	:0
Book_store_shoplifting	:0
Boolarra_virus	:0
Boolean-valued_function	:0
Boolean_function	:0
Boolean_satisfiability_problem	:0
Boomerang_dysplasia	:1
Boord_olefin_synthesis	:0
Border_disease	:0
Borderline_intellectual_functioning	:1
Borderline_lepromatous_leprosy	:1
Borderline_leprosy	:1
Borderline_tuberculoid_leprosy	:1
Bordetella_bronchiseptica	:0
Borel_isomorphism	:0
Borna_disease	:1
Borna_disease_virus	:0
Bornaviridae	:0
Bornholm_disease	:1
Boron_deficiency_(medicine)	:1
Boron_deficiency_(plant_disorder)	:0
Borrmann_effect	:0
Borsari's_sign	:0
Borylation	:0
Bosch-Boonstra-Schaaf_optic_atrophy_syndrome	:1
Bosch_reaction	:0
Bossavirus	:0
Boston's_sign	:0
Boston_exanthem_disease	:1
Bosworth_fracture	:1
Botourmiaviridae	:0
Botrexvirus	:0
Botryoid_odontogenic_cyst	:1
