http://en.wikipedia.org/wiki/3-M_syndrome,1,,,
http://en.wikipedia.org/wiki/3-Methylcrotonyl-CoA_carboxylase_deficiency,1,,,
http://en.wikipedia.org/wiki/3-Methylglutaconic_aciduria,1,,,
http://en.wikipedia.org/wiki/3-hydroxyacyl-coenzyme_A_dehydrogenase_deficiency,1,,,
http://en.wikipedia.org/wiki/3_hydroxyisobutyric_aciduria,1,,,
http://en.wikipedia.org/wiki/7q11.23_duplication_syndrome,1,,,
http://en.wikipedia.org/wiki/Acute_lung_injury,1,,,
http://en.wikipedia.org/wiki/Acute_respiratory_failure,1,,,
http://en.wikipedia.org/wiki/Amoebic_dysentery,1,,,
http://en.wikipedia.org/wiki/Bochdalek_hernia,1,,,
http://en.wikipedia.org/wiki/Body-focused_repetitive_behavior,1,,,
http://en.wikipedia.org/wiki/Body_fat_redistribution_syndrome,1,,,
http://en.wikipedia.org/wiki/Body_image_disturbance,1,,,
http://en.wikipedia.org/wiki/Boil,1,,,
http://en.wikipedia.org/wiki/Bolivian_hemorrhagic_fever,1,,,
http://en.wikipedia.org/wiki/Bone_cyst,1,,,
http://en.wikipedia.org/wiki/Bone_disease,1,,,
http://en.wikipedia.org/wiki/Bone_erosion,1,,,
http://en.wikipedia.org/wiki/Bone_malrotation,1,,,
http://en.wikipedia.org/wiki/Bone_marrow_suppression,1,,,
http://en.wikipedia.org/wiki/Bone_metastasis,1,,,
http://en.wikipedia.org/wiki/Bone_sarcoma,1,,,
http://en.wikipedia.org/wiki/Bone_tumor,1,,,
http://en.wikipedia.org/wiki/Boomerang_dysplasia,1,,,
http://en.wikipedia.org/wiki/Borderline_intellectual_functioning,1,,,
http://en.wikipedia.org/wiki/Borderline_lepromatous_leprosy,1,,,
http://en.wikipedia.org/wiki/Borderline_leprosy,1,,,
http://en.wikipedia.org/wiki/Borderline_tuberculoid_leprosy,1,,,
http://en.wikipedia.org/wiki/Borna_disease,1,,,
http://en.wikipedia.org/wiki/Bornholm_disease,1,,,
http://en.wikipedia.org/wiki/Boron_deficiency_(medicine),1,,,
http://en.wikipedia.org/wiki/Bosch-Boonstra-Schaaf_optic_atrophy_syndrome,1,,,
http://en.wikipedia.org/wiki/Boston_exanthem_disease,1,,,
http://en.wikipedia.org/wiki/Bosworth_fracture,1,,,
http://en.wikipedia.org/wiki/Botryoid_odontogenic_cyst,1,,,
http://en.wikipedia.org/wiki/Botryomycosis,1,,,
http://en.wikipedia.org/wiki/Boutonneuse_fever,1,,,
http://en.wikipedia.org/wiki/Boutonniere_deformity,1,,,
http://en.wikipedia.org/wiki/Bovine_malignant_catarrhal_fever,1,,,
http://en.wikipedia.org/wiki/Bovine_spongiform_encephalopathy,1,,,
http://en.wikipedia.org/wiki/Bowel_infarction,1,,,
http://en.wikipedia.org/wiki/Bowel_obstruction,1,,,
http://en.wikipedia.org/wiki/Bowenoid_papulosis,1,,,
http://en.wikipedia.org/wiki/Brachial_plexus_injury,1,,,
http://en.wikipedia.org/wiki/Brachioradial_pruritus,1,,,
http://en.wikipedia.org/wiki/Brachycephaly,1,,,
http://en.wikipedia.org/wiki/Brachydactyly_type_D,1,,,
http://en.wikipedia.org/wiki/Brachymetatarsia,1,,,
http://en.wikipedia.org/wiki/Molar_pregnancy,1,,,
http://en.wikipedia.org/wiki/Mondini_dysplasia,1,,,
http://en.wikipedia.org/wiki/Mood_disorder,1,,,
http://en.wikipedia.org/wiki/Morquio_syndrome,1,,,
http://en.wikipedia.org/wiki/Mucoepidermoid_carcinoma,1,,,
http://en.wikipedia.org/wiki/Multicentric_reticulohistiocytosis,1,,,
http://en.wikipedia.org/wiki/Multidrug-resistant_tuberculosis,1,,,
http://en.wikipedia.org/wiki/Multiple_cutaneous_leiomyoma,1,,,
http://en.wikipedia.org/wiki/Multiple_epiphyseal_dysplasia,1,,,
http://en.wikipedia.org/wiki/Multiple_myeloma,1,,,
http://en.wikipedia.org/wiki/Multiple_sclerosis,1,,,
http://en.wikipedia.org/wiki/Multisystem_inflammatory_syndrome_in_children,1,,,
http://en.wikipedia.org/wiki/Mumps,1,,,
http://en.wikipedia.org/wiki/Muscle_imbalance,1,,,
http://en.wikipedia.org/wiki/Waltman_Walter_syndrome,1,,,
http://en.wikipedia.org/wiki/Warfarin_resistance,1,,,
http://en.wikipedia.org/wiki/Whooping_cough,1,,,
http://en.wikipedia.org/wiki/Dysacusis,1,,,
http://en.wikipedia.org/wiki/Dysarthria,1,,,
http://en.wikipedia.org/wiki/Dysbaric_osteonecrosis,1,,,
http://en.wikipedia.org/wiki/Dyschromatosis_universalis_hereditaria,1,,,
http://en.wikipedia.org/wiki/Dyschromia,1,,,
http://en.wikipedia.org/wiki/Dysdiadochokinesia,1,,,
